
"Meesho Supplier Panel"
"Supplier ID","2695279"
"Supplier Registered Name","PRINCE VIJAYBHAI BHANDERI"
"Supplier Email ID","wonnder.crate@gmail.com"
"Download Date & Time Stamp","1754228863000"

"S No","Product Name","SKU","Variation","Meesho PID","Category","Qty","Order Number","Suborder Number","Dispatch Date","Return Created Date","Type of Return","Sub Type","Expected Delivery Date","Courier Partner","AWB Number","Status","Attempt","Tracking Link","Return Price Type","Return Reason","Detailed Return Reason"
"66","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","179514339961914688","179514339961914688_1","2025-07-24","2025-07-31","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815813713693","Returned","null","https://www.delhivery.com/track/package/1490815813713693",,"NA","NA"
"67","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","178703565241389184","178703565241389184_1","2025-07-22","2025-07-31","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815711441114","Returned","null","https://www.delhivery.com/track/package/1490815711441114",,"NA","NA"
"68","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","179504494798959424","179504494798959424_1","2025-07-24","2025-07-31","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815813711582","Returned","null","https://www.delhivery.com/track/package/1490815813711582",,"NA","NA"
"69","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","178905916802941696","178905916802941696_1","2025-07-23","2025-07-31","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815761920914","Returned","null","https://www.delhivery.com/track/package/1490815761920914",,"NA","NA"
"70","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178808942070385536","178808942070385536_1","2025-07-22","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815711440576","Returned","null","https://www.delhivery.com/track/package/1490815711440576",,"NA","NA"
"71","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","179182381638612928","179182381638612928_1","2025-07-23","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1923543633MEL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1923543633MEL",,"NA","NA"
"72","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","178066785127305344","178066785127305344_1","2025-07-20","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899418832FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899418832FPL",,"NA","NA"
"73","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178531020399644800","178531020399644800_1","2025-07-22","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815711440451","Returned","null","https://www.delhivery.com/track/package/1490815711440451",,"NA","NA"
"74","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","178532976429419328","178532976429419328_1","2025-07-22","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815711441980","Returned","null","https://www.delhivery.com/track/package/1490815711441980",,"NA","NA"
"75","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","179587213317948736","179587213317948736_1","2025-07-24","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1924683085FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1924683085FPL",,"NA","NA"
"76","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176684998319947968","176684998319947968_1","2025-07-17","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815463609850","Returned","null","https://www.delhivery.com/track/package/1490815463609850",,"NA","NA"
"77","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178189592704258240","178189592704258240_1","2025-07-20","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899584200FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899584200FPL",,"NA","NA"
"78","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","178915581369776192","178915581369776192_1","2025-07-23","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1921897168FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1921897168FPL",,"NA","NA"
"79","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177721679844526464","177721679844526464_1","2025-07-19","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573028294","Returned","null","https://www.delhivery.com/track/package/1490815573028294",,"NA","NA"
"80","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","178422453486306112","178422453486306112_1","2025-07-21","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815652482192","Returned","null","https://www.delhivery.com/track/package/1490815652482192",,"NA","NA"
"81","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","178540253039054144","178540253039054144_1","2025-07-22","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1921832994FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1921832994FPL",,"NA","NA"
"82","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","178832791801482176","178832791801482176_1","2025-07-22","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815711441206","Returned","null","https://www.delhivery.com/track/package/1490815711441206",,"NA","NA"
"83","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","179957544872071040","179957544872071040_1","2025-07-25","2025-07-30","Customer Return","FIRST_RET","2025-08-17","Shadowfax","R1346627000FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1346627000FPL","Meesho Price","Have size / fit related issues","Did not like the fit"
"84","Premium 24 pcs Line Printed Storage Container With 24 Pcs Spoon (FREE) , (6 Piece-1200ml , 6 Piece - 650ml , 6 Piece -350ml , 6 Piece -250ml Each), Color - Silver Clear |BPA FREE | STORAGE CONTAINER","24 Sil 0000412","Free Size",,"Jars & Containers","1","178827155689377920","178827155689377920_1","2025-07-22","2025-07-30","Customer Return","FIRST_RET","2025-08-17","Valmo","M00981308734","Picked Up","NA","https://meesho.portal.shipsy.io/track/result?refNum=M00981308734&searchBy=referenceNumber","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"85","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178854085007590144","178854085007590144_1","2025-07-22","2025-07-30","Customer Return","FIRST_RET","2025-08-17","Shadowfax","R1347430193FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1347430193FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"86","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176997145402953536","176997145402953536_1","2025-07-17","2025-07-30","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081641014786","Returned","null","https://www.valmo.in/track/VL0081641014786",,"NA","NA"
"87","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","179125367100197890","179125367100197890_1","2025-07-24","2025-07-30","Customer Return","FIRST_RET","2025-08-17","Shadowfax","R1347429928FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1347429928FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"88","Stylish 24-Piece Kitchen Storage Jar Set","24 Sil 0000112","Free Size",,"Jars & Containers","1","178852652736891712","178852652736891712_1","2025-07-23","2025-07-30","Customer Return","FIRST_RET","2025-08-17","Xpress Bees","234095348416318","Picked Up","NA","https://www.xpressbees.com/track?isawb=Yes&trackid=234095348416318","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"89","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177455877531630016","177455877531630016_1","2025-07-19","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573027760","Returned","null","https://www.delhivery.com/track/package/1490815573027760",,"NA","NA"
"90","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","179544151913919296","179544151913919296_1","2025-07-24","2025-07-30","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815813713811","Returned","null","https://www.delhivery.com/track/package/1490815813713811",,"NA","NA"
"91","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","178390330792791040","178390330792791040_1","2025-07-22","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1900208167FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1900208167FPL",,"NA","NA"
"92","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","179495528105821632","179495528105821632_1","2025-07-24","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1925023965FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1925023965FPL",,"NA","NA"
"93","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","178490002409197696","178490002409197696_1","2025-07-21","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815652482892","Returned","null","https://www.delhivery.com/track/package/1490815652482892",,"NA","NA"
"94","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","175899634815989376","175899634815989376_1","2025-07-17","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815387961270","Returned","null","https://www.delhivery.com/track/package/1490815387961270",,"NA","NA"
"95","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177433442693465216","177433442693465216_1","2025-07-19","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573027863","Returned","null","https://www.delhivery.com/track/package/1490815573027863",,"NA","NA"
"96","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_3","Free Size",,"Earrings & Studs","1","178529248552995776","178529248552995776_1","2025-07-22","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815711441825","Returned","null","https://www.delhivery.com/track/package/1490815711441825",,"NA","NA"
"97","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178132197700848384","178132197700848384_1","2025-07-20","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815631893475","Returned","null","https://www.delhivery.com/track/package/1490815631893475",,"NA","NA"
"98","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177400244405008704","177400244405008704_1","2025-07-23","2025-07-29","Customer Return","FIRST_RET","2025-08-16","Shadowfax","R1342396073FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1342396073FPL","Meesho Price","Have size / fit related issues","Size correct but too loose"
"99","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","178098878581885696","178098878581885696_1","2025-07-20","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815631897981","Returned","null","https://www.delhivery.com/track/package/1490815631897981",,"NA","NA"
"100","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_3","Free Size",,"Earrings & Studs","1","178489616754854720","178489616754854720_1","2025-07-21","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815652482925","Returned","null","https://www.delhivery.com/track/package/1490815652482925",,"NA","NA"
"101","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178461072729129728","178461072729129728_1","2025-07-22","2025-07-29","Customer Return","FIRST_RET","2025-08-16","Shadowfax","R1339107146FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1339107146FPL","Meesho Price","Don't need the product anymore","Ordered by mistake"
"102","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177007243177542784","177007243177542784_1","2025-07-17","2025-07-29","Customer Return","FIRST_RET","2025-08-16","Xpress Bees","234095365847875","Picked Up","NA","https://www.xpressbees.com/track?isawb=Yes&trackid=234095365847875","Meesho Price","Received wrong product (different color / size / product)","Wrong size delivered"
"103","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","178476533542079424","178476533542079424_1","2025-07-22","2025-07-29","Customer Return","FIRST_RET","2025-08-16","Valmo","M00981161386","Picked Up","NA","https://meesho.portal.shipsy.io/track/result?refNum=M00981161386&searchBy=referenceNumber","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"104","New Fashionble Earrings (Pack of 2)","earring_1","Free Size",,"Earrings & Studs","1","178906171100624960","178906171100624960_1","2025-07-23","2025-07-29","Customer Return","FIRST_RET","2025-08-16","Valmo","M00981174256","Picked Up","NA","https://meesho.portal.shipsy.io/track/result?refNum=M00981174256&searchBy=referenceNumber","Meesho Price","Received wrong product (different color / size / product)","Completely different product from shown"
"105","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177308184117246272","177308184117246272_1","2025-07-18","2025-07-29","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081649089607","Returned","null","https://www.valmo.in/track/VL0081649089607",,"NA","NA"
"106","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_3","Free Size",,"Earrings & Studs","1","176747309425752512","176747309425752512_1","2025-07-17","2025-07-29","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081641014924","Returned","null","https://www.valmo.in/track/VL0081641014924",,"NA","NA"
"107","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178123133776350016","178123133776350016_1","2025-07-21","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815631893464","Returned","null","https://www.delhivery.com/track/package/1490815631893464",,"NA","NA"
"108","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178362292563284160","178362292563284160_1","2025-07-22","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815652481805","Returned","null","https://www.delhivery.com/track/package/1490815652481805",,"NA","NA"
"109","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176966985057565120","176966985057565120_1","2025-07-17","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815498015594","Returned","null","https://www.delhivery.com/track/package/1490815498015594",,"NA","NA"
"110","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","179564696134010304","179564696134010304_1","2025-07-24","2025-07-29","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815813712186","Returned","null","https://www.delhivery.com/track/package/1490815813712186",,"NA","NA"
"111","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_3","Free Size",,"Earrings & Studs","1","177790289442849536","177790289442849536_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573029252","Returned","null","https://www.delhivery.com/track/package/1490815573029252",,"NA","NA"
"112","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176649415283458240","176649415283458240_1","2025-07-16","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1893139588FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1893139588FPL",,"NA","NA"
"113","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177690730901588352","177690730901588352_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896814054FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896814054FPL",,"NA","NA"
"114","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176686221959100864","176686221959100864_1","2025-07-17","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815463609813","Returned","null","https://www.delhivery.com/track/package/1490815463609813",,"NA","NA"
"115","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177409949230744704","177409949230744704_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573028611","Returned","null","https://www.delhivery.com/track/package/1490815573028611",,"NA","NA"
"116","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176635681064370368","176635681064370368_1","2025-07-16","2025-07-28","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081632806749","Returned","null","https://www.valmo.in/track/VL0081632806749",,"NA","NA"
"117","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","177740859516910016","177740859516910016_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573029296","Returned","null","https://www.delhivery.com/track/package/1490815573029296",,"NA","NA"
"118","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","177813875511545152","177813875511545152_1","2025-07-20","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899001953FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899001953FPL",,"NA","NA"
"119","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177730077920065984","177730077920065984_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573029031","Returned","null","https://www.delhivery.com/track/package/1490815573029031",,"NA","NA"
"120","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176947368129984960","176947368129984960_1","2025-07-17","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815498015524","Returned","null","https://www.delhivery.com/track/package/1490815498015524",,"NA","NA"
"121","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177028442594821568","177028442594821568_1","2025-07-17","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1894090207FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1894090207FPL",,"NA","NA"
"122","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177375469414644160","177375469414644160_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1897240285FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1897240285FPL",,"NA","NA"
"123","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177956360904789312","177956360904789312_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896632414FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896632414FPL",,"NA","NA"
"124","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177120039101613504","177120039101613504_1","2025-07-18","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1894227361FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1894227361FPL",,"NA","NA"
"125","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177752553046723392","177752553046723392_1","2025-07-19","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896720558FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896720558FPL",,"NA","NA"
"126","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","178026808699308864","178026808699308864_1","2025-07-20","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899550572FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899550572FPL",,"NA","NA"
"127","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","178066084178510592","178066084178510592_1","2025-07-20","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899510067FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899510067FPL",,"NA","NA"
